model_name,record_idx,relation_pair_id,recipient_family,donor_family,layer_idx,final_label,relation_transfer,overwrite,failure,switch_strength
meta-llama/Llama-3.2-3B,81,past_recv__part_donor,past_tense,present_participle,4,failure,0,0,1,-7
meta-llama/Llama-3.2-3B,81,past_recv__part_donor,past_tense,present_participle,6,failure,0,0,1,-7
meta-llama/Llama-3.2-3B,81,past_recv__part_donor,past_tense,present_participle,8,failure,0,0,1,-7
meta-llama/Llama-3.2-3B,81,past_recv__part_donor,past_tense,present_participle,10,failure,0,0,1,-7
meta-llama/Llama-3.2-3B,81,past_recv__part_donor,past_tense,present_participle,12,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,81,past_recv__part_donor,past_tense,present_participle,14,relation_transfer,1,0,0,5
meta-llama/Llama-3.2-3B,81,past_recv__part_donor,past_tense,present_participle,16,relation_transfer,1,0,0,5
meta-llama/Llama-3.2-3B,81,past_recv__part_donor,past_tense,present_participle,18,relation_transfer,1,0,0,5
meta-llama/Llama-3.2-3B,81,past_recv__part_donor,past_tense,present_participle,20,relation_transfer,1,0,0,5
meta-llama/Llama-3.2-3B,81,past_recv__part_donor,past_tense,present_participle,22,relation_transfer,1,0,0,5
meta-llama/Llama-3.2-3B,81,past_recv__part_donor,past_tense,present_participle,24,relation_transfer,1,0,0,5
meta-llama/Llama-3.2-3B,81,past_recv__part_donor,past_tense,present_participle,26,relation_transfer,1,0,0,5
meta-llama/Llama-3.2-3B,82,past_recv__part_donor,past_tense,present_participle,0,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,82,past_recv__part_donor,past_tense,present_participle,2,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,82,past_recv__part_donor,past_tense,present_participle,4,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,82,past_recv__part_donor,past_tense,present_participle,6,failure,0,0,1,-9
meta-llama/Llama-3.2-3B,82,past_recv__part_donor,past_tense,present_participle,8,failure,0,0,1,-9
meta-llama/Llama-3.2-3B,82,past_recv__part_donor,past_tense,present_participle,10,failure,0,0,1,-9
meta-llama/Llama-3.2-3B,82,past_recv__part_donor,past_tense,present_participle,12,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,82,past_recv__part_donor,past_tense,present_participle,14,relation_transfer,1,0,0,10
meta-llama/Llama-3.2-3B,82,past_recv__part_donor,past_tense,present_participle,16,relation_transfer,1,0,0,10
meta-llama/Llama-3.2-3B,82,past_recv__part_donor,past_tense,present_participle,18,relation_transfer,1,0,0,10
meta-llama/Llama-3.2-3B,82,past_recv__part_donor,past_tense,present_participle,20,relation_transfer,1,0,0,10
meta-llama/Llama-3.2-3B,82,past_recv__part_donor,past_tense,present_participle,22,relation_transfer,1,0,0,10
meta-llama/Llama-3.2-3B,82,past_recv__part_donor,past_tense,present_participle,24,relation_transfer,1,0,0,10
meta-llama/Llama-3.2-3B,82,past_recv__part_donor,past_tense,present_participle,26,relation_transfer,1,0,0,10
meta-llama/Llama-3.2-3B,83,past_recv__part_donor,past_tense,present_participle,0,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,83,past_recv__part_donor,past_tense,present_participle,2,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,83,past_recv__part_donor,past_tense,present_participle,4,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,83,past_recv__part_donor,past_tense,present_participle,6,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,83,past_recv__part_donor,past_tense,present_participle,8,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,83,past_recv__part_donor,past_tense,present_participle,10,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,83,past_recv__part_donor,past_tense,present_participle,12,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,83,past_recv__part_donor,past_tense,present_participle,14,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,83,past_recv__part_donor,past_tense,present_participle,16,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,83,past_recv__part_donor,past_tense,present_participle,18,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,83,past_recv__part_donor,past_tense,present_participle,20,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,83,past_recv__part_donor,past_tense,present_participle,22,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,83,past_recv__part_donor,past_tense,present_participle,24,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,83,past_recv__part_donor,past_tense,present_participle,26,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,84,past_recv__part_donor,past_tense,present_participle,0,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,84,past_recv__part_donor,past_tense,present_participle,2,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,84,past_recv__part_donor,past_tense,present_participle,4,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,84,past_recv__part_donor,past_tense,present_participle,6,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,84,past_recv__part_donor,past_tense,present_participle,8,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,84,past_recv__part_donor,past_tense,present_participle,10,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,84,past_recv__part_donor,past_tense,present_participle,12,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,84,past_recv__part_donor,past_tense,present_participle,14,relation_transfer,1,0,0,10
meta-llama/Llama-3.2-3B,84,past_recv__part_donor,past_tense,present_participle,16,relation_transfer,1,0,0,10
meta-llama/Llama-3.2-3B,84,past_recv__part_donor,past_tense,present_participle,18,relation_transfer,1,0,0,10
meta-llama/Llama-3.2-3B,84,past_recv__part_donor,past_tense,present_participle,20,relation_transfer,1,0,0,10
meta-llama/Llama-3.2-3B,84,past_recv__part_donor,past_tense,present_participle,22,relation_transfer,1,0,0,10
meta-llama/Llama-3.2-3B,84,past_recv__part_donor,past_tense,present_participle,24,relation_transfer,1,0,0,10
meta-llama/Llama-3.2-3B,84,past_recv__part_donor,past_tense,present_participle,26,relation_transfer,1,0,0,10
meta-llama/Llama-3.2-3B,85,past_recv__part_donor,past_tense,present_participle,0,failure,0,0,1,-3
meta-llama/Llama-3.2-3B,85,past_recv__part_donor,past_tense,present_participle,2,failure,0,0,1,-3
meta-llama/Llama-3.2-3B,85,past_recv__part_donor,past_tense,present_participle,4,failure,0,0,1,-3
meta-llama/Llama-3.2-3B,85,past_recv__part_donor,past_tense,present_participle,6,failure,0,0,1,-3
meta-llama/Llama-3.2-3B,85,past_recv__part_donor,past_tense,present_participle,8,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,85,past_recv__part_donor,past_tense,present_participle,10,overwrite,0,1,0,1
meta-llama/Llama-3.2-3B,85,past_recv__part_donor,past_tense,present_participle,12,failure,0,0,1,-3
meta-llama/Llama-3.2-3B,85,past_recv__part_donor,past_tense,present_participle,14,relation_transfer,1,0,0,3
meta-llama/Llama-3.2-3B,85,past_recv__part_donor,past_tense,present_participle,16,relation_transfer,1,0,0,3
meta-llama/Llama-3.2-3B,85,past_recv__part_donor,past_tense,present_participle,18,relation_transfer,1,0,0,3
meta-llama/Llama-3.2-3B,85,past_recv__part_donor,past_tense,present_participle,20,relation_transfer,1,0,0,3
meta-llama/Llama-3.2-3B,85,past_recv__part_donor,past_tense,present_participle,22,relation_transfer,1,0,0,3
meta-llama/Llama-3.2-3B,85,past_recv__part_donor,past_tense,present_participle,24,relation_transfer,1,0,0,3
meta-llama/Llama-3.2-3B,85,past_recv__part_donor,past_tense,present_participle,26,relation_transfer,1,0,0,3
meta-llama/Llama-3.2-3B,86,past_recv__part_donor,past_tense,present_participle,0,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,86,past_recv__part_donor,past_tense,present_participle,2,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,86,past_recv__part_donor,past_tense,present_participle,4,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,86,past_recv__part_donor,past_tense,present_participle,6,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,86,past_recv__part_donor,past_tense,present_participle,8,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,86,past_recv__part_donor,past_tense,present_participle,10,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,86,past_recv__part_donor,past_tense,present_participle,12,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,86,past_recv__part_donor,past_tense,present_participle,14,relation_transfer,1,0,0,-1
meta-llama/Llama-3.2-3B,86,past_recv__part_donor,past_tense,present_participle,16,relation_transfer,1,0,0,-1
meta-llama/Llama-3.2-3B,86,past_recv__part_donor,past_tense,present_participle,18,relation_transfer,1,0,0,-1
meta-llama/Llama-3.2-3B,86,past_recv__part_donor,past_tense,present_participle,20,relation_transfer,1,0,0,-1
meta-llama/Llama-3.2-3B,86,past_recv__part_donor,past_tense,present_participle,22,relation_transfer,1,0,0,-1
meta-llama/Llama-3.2-3B,86,past_recv__part_donor,past_tense,present_participle,24,relation_transfer,1,0,0,-1
meta-llama/Llama-3.2-3B,86,past_recv__part_donor,past_tense,present_participle,26,relation_transfer,1,0,0,-1
meta-llama/Llama-3.2-3B,87,past_recv__part_donor,past_tense,present_participle,0,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,87,past_recv__part_donor,past_tense,present_participle,2,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,87,past_recv__part_donor,past_tense,present_participle,4,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,87,past_recv__part_donor,past_tense,present_participle,6,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,87,past_recv__part_donor,past_tense,present_participle,8,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,87,past_recv__part_donor,past_tense,present_participle,10,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,87,past_recv__part_donor,past_tense,present_participle,12,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,87,past_recv__part_donor,past_tense,present_participle,14,relation_transfer,1,0,0,10
meta-llama/Llama-3.2-3B,87,past_recv__part_donor,past_tense,present_participle,16,relation_transfer,1,0,0,11
meta-llama/Llama-3.2-3B,87,past_recv__part_donor,past_tense,present_participle,18,relation_transfer,1,0,0,11
meta-llama/Llama-3.2-3B,87,past_recv__part_donor,past_tense,present_participle,20,relation_transfer,1,0,0,11
meta-llama/Llama-3.2-3B,87,past_recv__part_donor,past_tense,present_participle,22,relation_transfer,1,0,0,11
meta-llama/Llama-3.2-3B,87,past_recv__part_donor,past_tense,present_participle,24,relation_transfer,1,0,0,11
meta-llama/Llama-3.2-3B,87,past_recv__part_donor,past_tense,present_participle,26,relation_transfer,1,0,0,11
meta-llama/Llama-3.2-3B,88,part_recv__past_donor,present_participle,past_tense,0,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,88,part_recv__past_donor,present_participle,past_tense,2,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,88,part_recv__past_donor,present_participle,past_tense,4,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,88,part_recv__past_donor,present_participle,past_tense,6,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,88,part_recv__past_donor,present_participle,past_tense,8,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,88,part_recv__past_donor,present_participle,past_tense,10,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,88,part_recv__past_donor,present_participle,past_tense,12,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,88,part_recv__past_donor,present_participle,past_tense,14,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,88,part_recv__past_donor,present_participle,past_tense,16,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,88,part_recv__past_donor,present_participle,past_tense,18,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,88,part_recv__past_donor,present_participle,past_tense,20,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,88,part_recv__past_donor,present_participle,past_tense,22,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,88,part_recv__past_donor,present_participle,past_tense,24,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,88,part_recv__past_donor,present_participle,past_tense,26,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,89,part_recv__past_donor,present_participle,past_tense,0,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,89,part_recv__past_donor,present_participle,past_tense,2,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,89,part_recv__past_donor,present_participle,past_tense,4,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,89,part_recv__past_donor,present_participle,past_tense,6,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,89,part_recv__past_donor,present_participle,past_tense,8,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,89,part_recv__past_donor,present_participle,past_tense,10,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,89,part_recv__past_donor,present_participle,past_tense,12,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,89,part_recv__past_donor,present_participle,past_tense,14,relation_transfer,1,0,0,-9
meta-llama/Llama-3.2-3B,89,part_recv__past_donor,present_participle,past_tense,16,relation_transfer,1,0,0,-9
meta-llama/Llama-3.2-3B,89,part_recv__past_donor,present_participle,past_tense,18,relation_transfer,1,0,0,-9
meta-llama/Llama-3.2-3B,89,part_recv__past_donor,present_participle,past_tense,20,relation_transfer,1,0,0,-9
meta-llama/Llama-3.2-3B,89,part_recv__past_donor,present_participle,past_tense,22,relation_transfer,1,0,0,-9
meta-llama/Llama-3.2-3B,89,part_recv__past_donor,present_participle,past_tense,24,relation_transfer,1,0,0,-9
meta-llama/Llama-3.2-3B,89,part_recv__past_donor,present_participle,past_tense,26,relation_transfer,1,0,0,-9
meta-llama/Llama-3.2-3B,90,part_recv__past_donor,present_participle,past_tense,0,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,90,part_recv__past_donor,present_participle,past_tense,2,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,90,part_recv__past_donor,present_participle,past_tense,4,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,90,part_recv__past_donor,present_participle,past_tense,6,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,90,part_recv__past_donor,present_participle,past_tense,8,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,90,part_recv__past_donor,present_participle,past_tense,10,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,90,part_recv__past_donor,present_participle,past_tense,12,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,90,part_recv__past_donor,present_participle,past_tense,14,relation_transfer,1,0,0,2
meta-llama/Llama-3.2-3B,90,part_recv__past_donor,present_participle,past_tense,16,relation_transfer,1,0,0,2
meta-llama/Llama-3.2-3B,90,part_recv__past_donor,present_participle,past_tense,18,relation_transfer,1,0,0,2
meta-llama/Llama-3.2-3B,90,part_recv__past_donor,present_participle,past_tense,20,relation_transfer,1,0,0,2
meta-llama/Llama-3.2-3B,90,part_recv__past_donor,present_participle,past_tense,22,relation_transfer,1,0,0,2
meta-llama/Llama-3.2-3B,90,part_recv__past_donor,present_participle,past_tense,24,relation_transfer,1,0,0,2
meta-llama/Llama-3.2-3B,90,part_recv__past_donor,present_participle,past_tense,26,relation_transfer,1,0,0,2
meta-llama/Llama-3.2-3B,91,part_recv__past_donor,present_participle,past_tense,0,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,91,part_recv__past_donor,present_participle,past_tense,2,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,91,part_recv__past_donor,present_participle,past_tense,4,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,91,part_recv__past_donor,present_participle,past_tense,6,overwrite,0,1,0,0
meta-llama/Llama-3.2-3B,91,part_recv__past_donor,present_participle,past_tense,8,overwrite,0,1,0,0
meta-llama/Llama-3.2-3B,91,part_recv__past_donor,present_participle,past_tense,10,overwrite,0,1,0,0
meta-llama/Llama-3.2-3B,91,part_recv__past_donor,present_participle,past_tense,12,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,91,part_recv__past_donor,present_participle,past_tense,14,relation_transfer,1,0,0,2
meta-llama/Llama-3.2-3B,91,part_recv__past_donor,present_participle,past_tense,16,relation_transfer,1,0,0,2
meta-llama/Llama-3.2-3B,91,part_recv__past_donor,present_participle,past_tense,18,relation_transfer,1,0,0,2
meta-llama/Llama-3.2-3B,91,part_recv__past_donor,present_participle,past_tense,20,relation_transfer,1,0,0,2
meta-llama/Llama-3.2-3B,91,part_recv__past_donor,present_participle,past_tense,22,relation_transfer,1,0,0,2
meta-llama/Llama-3.2-3B,91,part_recv__past_donor,present_participle,past_tense,24,relation_transfer,1,0,0,2
meta-llama/Llama-3.2-3B,91,part_recv__past_donor,present_participle,past_tense,26,relation_transfer,1,0,0,2
meta-llama/Llama-3.2-3B,92,part_recv__past_donor,present_participle,past_tense,0,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,92,part_recv__past_donor,present_participle,past_tense,2,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,92,part_recv__past_donor,present_participle,past_tense,4,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,92,part_recv__past_donor,present_participle,past_tense,6,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,92,part_recv__past_donor,present_participle,past_tense,8,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,92,part_recv__past_donor,present_participle,past_tense,10,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,92,part_recv__past_donor,present_participle,past_tense,12,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,92,part_recv__past_donor,present_participle,past_tense,14,relation_transfer,1,0,0,-1
meta-llama/Llama-3.2-3B,92,part_recv__past_donor,present_participle,past_tense,16,relation_transfer,1,0,0,-1
meta-llama/Llama-3.2-3B,92,part_recv__past_donor,present_participle,past_tense,18,relation_transfer,1,0,0,-1
meta-llama/Llama-3.2-3B,92,part_recv__past_donor,present_participle,past_tense,20,relation_transfer,1,0,0,-1
meta-llama/Llama-3.2-3B,92,part_recv__past_donor,present_participle,past_tense,22,relation_transfer,1,0,0,-1
meta-llama/Llama-3.2-3B,92,part_recv__past_donor,present_participle,past_tense,24,relation_transfer,1,0,0,-1
meta-llama/Llama-3.2-3B,92,part_recv__past_donor,present_participle,past_tense,26,relation_transfer,1,0,0,-1
meta-llama/Llama-3.2-3B,93,part_recv__past_donor,present_participle,past_tense,0,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,93,part_recv__past_donor,present_participle,past_tense,2,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,93,part_recv__past_donor,present_participle,past_tense,4,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,93,part_recv__past_donor,present_participle,past_tense,6,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,93,part_recv__past_donor,present_participle,past_tense,8,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,93,part_recv__past_donor,present_participle,past_tense,10,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,93,part_recv__past_donor,present_participle,past_tense,12,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,93,part_recv__past_donor,present_participle,past_tense,14,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,93,part_recv__past_donor,present_participle,past_tense,16,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,93,part_recv__past_donor,present_participle,past_tense,18,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,93,part_recv__past_donor,present_participle,past_tense,20,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,93,part_recv__past_donor,present_participle,past_tense,22,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,93,part_recv__past_donor,present_participle,past_tense,24,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,93,part_recv__past_donor,present_participle,past_tense,26,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,94,part_recv__past_donor,present_participle,past_tense,0,failure,0,0,1,-9
meta-llama/Llama-3.2-3B,94,part_recv__past_donor,present_participle,past_tense,2,failure,0,0,1,-9
meta-llama/Llama-3.2-3B,94,part_recv__past_donor,present_participle,past_tense,4,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,94,part_recv__past_donor,present_participle,past_tense,6,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,94,part_recv__past_donor,present_participle,past_tense,8,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,94,part_recv__past_donor,present_participle,past_tense,10,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,94,part_recv__past_donor,present_participle,past_tense,12,failure,0,0,1,-9
meta-llama/Llama-3.2-3B,94,part_recv__past_donor,present_participle,past_tense,14,relation_transfer,1,0,0,-7
meta-llama/Llama-3.2-3B,94,part_recv__past_donor,present_participle,past_tense,16,relation_transfer,1,0,0,-7
meta-llama/Llama-3.2-3B,94,part_recv__past_donor,present_participle,past_tense,18,relation_transfer,1,0,0,-7
meta-llama/Llama-3.2-3B,94,part_recv__past_donor,present_participle,past_tense,20,relation_transfer,1,0,0,-7
meta-llama/Llama-3.2-3B,94,part_recv__past_donor,present_participle,past_tense,22,relation_transfer,1,0,0,-7
meta-llama/Llama-3.2-3B,94,part_recv__past_donor,present_participle,past_tense,24,relation_transfer,1,0,0,-7
meta-llama/Llama-3.2-3B,94,part_recv__past_donor,present_participle,past_tense,26,relation_transfer,1,0,0,-7
meta-llama/Llama-3.2-3B,95,part_recv__past_donor,present_participle,past_tense,0,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,95,part_recv__past_donor,present_participle,past_tense,2,overwrite,0,1,0,1
meta-llama/Llama-3.2-3B,95,part_recv__past_donor,present_participle,past_tense,4,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,95,part_recv__past_donor,present_participle,past_tense,6,overwrite,0,1,0,1
meta-llama/Llama-3.2-3B,95,part_recv__past_donor,present_participle,past_tense,8,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,95,part_recv__past_donor,present_participle,past_tense,10,overwrite,0,1,0,1
meta-llama/Llama-3.2-3B,95,part_recv__past_donor,present_participle,past_tense,12,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,95,part_recv__past_donor,present_participle,past_tense,14,relation_transfer,1,0,0,3
meta-llama/Llama-3.2-3B,95,part_recv__past_donor,present_participle,past_tense,16,relation_transfer,1,0,0,3
meta-llama/Llama-3.2-3B,95,part_recv__past_donor,present_participle,past_tense,18,relation_transfer,1,0,0,3
meta-llama/Llama-3.2-3B,95,part_recv__past_donor,present_participle,past_tense,20,relation_transfer,1,0,0,3
meta-llama/Llama-3.2-3B,95,part_recv__past_donor,present_participle,past_tense,22,relation_transfer,1,0,0,3
meta-llama/Llama-3.2-3B,95,part_recv__past_donor,present_participle,past_tense,24,relation_transfer,1,0,0,3
meta-llama/Llama-3.2-3B,95,part_recv__past_donor,present_participle,past_tense,26,relation_transfer,1,0,0,3
meta-llama/Llama-3.2-3B,96,part_recv__past_donor,present_participle,past_tense,0,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,96,part_recv__past_donor,present_participle,past_tense,2,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,96,part_recv__past_donor,present_participle,past_tense,4,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,96,part_recv__past_donor,present_participle,past_tense,6,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,96,part_recv__past_donor,present_participle,past_tense,8,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,96,part_recv__past_donor,present_participle,past_tense,10,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,96,part_recv__past_donor,present_participle,past_tense,12,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,96,part_recv__past_donor,present_participle,past_tense,14,relation_transfer,1,0,0,-9
meta-llama/Llama-3.2-3B,96,part_recv__past_donor,present_participle,past_tense,16,relation_transfer,1,0,0,-9
meta-llama/Llama-3.2-3B,96,part_recv__past_donor,present_participle,past_tense,18,relation_transfer,1,0,0,-9
meta-llama/Llama-3.2-3B,96,part_recv__past_donor,present_participle,past_tense,20,relation_transfer,1,0,0,-9
meta-llama/Llama-3.2-3B,96,part_recv__past_donor,present_participle,past_tense,22,relation_transfer,1,0,0,-9
meta-llama/Llama-3.2-3B,96,part_recv__past_donor,present_participle,past_tense,24,relation_transfer,1,0,0,-9
meta-llama/Llama-3.2-3B,96,part_recv__past_donor,present_participle,past_tense,26,relation_transfer,1,0,0,-9
meta-llama/Llama-3.2-3B,97,part_recv__past_donor,present_participle,past_tense,0,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,97,part_recv__past_donor,present_participle,past_tense,2,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,97,part_recv__past_donor,present_participle,past_tense,4,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,97,part_recv__past_donor,present_participle,past_tense,6,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,97,part_recv__past_donor,present_participle,past_tense,8,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,97,part_recv__past_donor,present_participle,past_tense,10,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,97,part_recv__past_donor,present_participle,past_tense,12,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,97,part_recv__past_donor,present_participle,past_tense,14,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,97,part_recv__past_donor,present_participle,past_tense,16,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,97,part_recv__past_donor,present_participle,past_tense,18,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,97,part_recv__past_donor,present_participle,past_tense,20,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,97,part_recv__past_donor,present_participle,past_tense,22,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,97,part_recv__past_donor,present_participle,past_tense,24,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,97,part_recv__past_donor,present_participle,past_tense,26,relation_transfer,1,0,0,1
meta-llama/Llama-3.2-3B,98,part_recv__past_donor,present_participle,past_tense,0,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,98,part_recv__past_donor,present_participle,past_tense,2,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,98,part_recv__past_donor,present_participle,past_tense,4,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,98,part_recv__past_donor,present_participle,past_tense,6,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,98,part_recv__past_donor,present_participle,past_tense,8,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,98,part_recv__past_donor,present_participle,past_tense,10,failure,0,0,1,-1
meta-llama/Llama-3.2-3B,98,part_recv__past_donor,present_participle,past_tense,12,failure,0,0,1,-10
meta-llama/Llama-3.2-3B,98,part_recv__past_donor,present_participle,past_tense,14,relation_transfer,1,0,0,-8
meta-llama/Llama-3.2-3B,98,part_recv__past_donor,present_participle,past_tense,16,relation_transfer,1,0,0,-8
meta-llama/Llama-3.2-3B,98,part_recv__past_donor,present_participle,past_tense,18,relation_transfer,1,0,0,-8
meta-llama/Llama-3.2-3B,98,part_recv__past_donor,present_participle,past_tense,20,relation_transfer,1,0,0,-8
meta-llama/Llama-3.2-3B,98,part_recv__past_donor,present_participle,past_tense,22,relation_transfer,1,0,0,-8
meta-llama/Llama-3.2-3B,98,part_recv__past_donor,present_participle,past_tense,24,relation_transfer,1,0,0,-8
meta-llama/Llama-3.2-3B,98,part_recv__past_donor,present_participle,past_tense,26,relation_transfer,1,0,0,-8
meta-llama/Llama-3.2-3B,99,part_recv__past_donor,present_participle,past_tense,0,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,99,part_recv__past_donor,present_participle,past_tense,2,failure,0,0,1,-11
meta-llama/Llama-3.2-3B,99,part_recv__past_donor,present_participle,past_tense,4,failure,0,0,1,-6
meta-llama/Llama-3.2-3B,99,part_recv__past_donor,present_participle,past_tense,6,failure,0,0,1,-6
