model_name,pair_name,family,item_index,entity,prompt,gold_answer,generated_text,pred_phrase,pred_clean,exact_family_match,gold_token_count,gold_token_mode,first_gold_token_id,first_gold_token_str,top1_token,top1_matches_first_gold,first_token_margin,first_token_rank,first_token_prob,top10_tokens,item_quality
meta-llama/Llama-3.2-3B,opposite__comparative,comparative,8,large,The comparative form of large is,larger,The comparative form of large is larger. The comparative form of small is,larger,larger,1,1,leading_space,8294, larger,larger,1,15.168492570519447,1,0.15417255461215973, larger |  the |  bigger |  greater |  large |  largest |  big |  great |  a |  la,keep_strong
meta-llama/Llama-3.2-3B,opposite__comparative,comparative,9,big,The comparative form of big is,bigger,The comparative form of big is bigger. The comparative form of good is,bigger,bigger,1,1,leading_space,11493, bigger,bigger,1,16.791379764676094,1,0.47882193326950073, bigger |  big |  the |  b |  biggest |  larger |  greater |  large |  more |  largest,keep_strong
meta-llama/Llama-3.2-3B,opposite__comparative,comparative,10,hot,The comparative form of hot is,hotter,The comparative form of hot is hotter. The comparative form of cold is,hotter,hotter,1,1,leading_space,80005, hotter,hotter,1,17.28315159678459,1,0.6168906092643738, hotter |  the |  hot |  more |  hottest |  warmer |  h |  a |  colder |  much,keep_strong
meta-llama/Llama-3.2-3B,opposite__comparative,comparative,11,loud,The comparative form of loud is,louder,The comparative form of loud is louder. The comparative form of soft is,louder,louder,1,1,leading_space,62896, louder,louder,1,16.728196196258068,1,0.3308715522289276, louder |  loud |  the |  lou |  la |  more |  less |  a |  l |  lo,keep_strong
meta-llama/Llama-3.2-3B,opposite__comparative,comparative,12,easy,The comparative form of easy is,easier,"The comparative form of easy is easier.
The comparative form of good is",easier,easier,1,1,leading_space,8831, easier,easier,1,15.415041044354439,1,0.21933625638484955, easier |  eas |  easy |  more |  the |  easiest |  less |  simpler |  not |  much,keep_strong
meta-llama/Llama-3.2-3B,chemical_symbol,symbol,1,gold,The chemical symbol for gold is,au,The chemical symbol for gold is Au. The chemical symbol for silver is,au,au,1,1,leading_space,8065, au,Au,0,15.102401375770569,8,0.0035992066841572523," Au |  AU |  ' |  "" |  “ |  ‘ |  the |  au | Au |  A",keep_strong
meta-llama/Llama-3.2-3B,chemical_symbol,symbol,2,silver,The chemical symbol for silver is,ag,The chemical symbol for silver is Ag. The chemical symbol for gold is,ag,ag,1,1,leading_space,945, ag,Ag,0,14.369678378105164,11,0.0025215838104486465," Ag |  ' |  "" |  the | . |  ‘ |  “ | . | , |  a",keep_strong
meta-llama/Llama-3.2-3B,chemical_symbol,symbol,3,iron,The chemical symbol for iron is,fe,The chemical symbol for iron is Fe. The chemical symbol for oxygen is,fe,fe,1,1,leading_space,1172, fe,Fe,0,14.464066445827484,11,0.005441077519208193," Fe |  ' |  "" |  “ |  ‘ | . | , | . |  a |  the",keep_strong
meta-llama/Llama-3.2-3B,chemical_symbol,symbol,4,copper,The chemical symbol for copper is,cu,The chemical symbol for copper is Cu. The chemical symbol for silver is,cu,cu,1,1,leading_space,7015, cu,Cu,0,15.443363070487976,8,0.003938588313758373," Cu |  ' |  CU |  "" |  ‘ |  “ | . |  cu |  the | .",keep_strong
meta-llama/Llama-3.2-3B,chemical_symbol,symbol,5,calcium,The chemical symbol for calcium is,ca,The chemical symbol for calcium is Ca. The chemical symbol for calcium is,ca,ca,1,1,leading_space,2211, ca,Ca,0,14.72493314743042,10,0.0032243048772215843," Ca | . |  "" |  the |  “ | . |  ' |  a | , |  ca",keep_strong
meta-llama/Llama-3.2-3B,chemical_symbol,symbol,6,carbon,The chemical symbol for carbon is,c,The chemical symbol for carbon is C. The chemical symbol for oxygen is,c,c,1,1,leading_space,272, c,C,0,14.759180473163724,5,0.007788356393575668," C | . |  "" |  the |  ' |  c | . | , |  “ |  ‘",keep_strong
meta-llama/Llama-3.2-3B,chemical_symbol,symbol,7,hydrogen,The chemical symbol for hydrogen is,h,The chemical symbol for hydrogen is H. Hydrogen is a chemical element,h,h,1,1,leading_space,305, h,H,0,12.845667541027069,25,0.000896365731023252," H | . |  the | , |  "" | . | , |  “ |  a |  '",keep_strong
meta-llama/Llama-3.2-3B,chemical_symbol,symbol,8,potassium,The chemical symbol for potassium is,k,The chemical symbol for potassium is K. Potassium is an alkali,k,k,1,1,leading_space,597, k,K,0,15.025011837482452,7,0.006642560008913279," K |  "" | . |  the |  “ |  ' |  k |  ‘ | , |  \",keep_strong
meta-llama/Llama-3.2-3B,chemical_symbol,symbol,9,chlorine,The chemical symbol for chlorine is,cl,The chemical symbol for chlorine is Cl. The chemical symbol for oxygen is,cl,cl,1,1,leading_space,1206, cl,Cl,0,15.4312424659729,7,0.004002606030553579," Cl |  CI | . |  the |  ' |  "" |  cl |  ‘ |  C |  “",keep_strong
meta-llama/Llama-3.2-3B,chemical_symbol,symbol,10,fluorine,The chemical symbol for fluorine is,f,The chemical symbol for fluorine is F. The chemical symbol for oxygen is,f,f,1,1,leading_space,282, f,F,0,13.342833995819092,20,0.0007010961417108774," F | . |  the |  "" |  “ |  ' |  ‘ | , |  Fl | .",keep_strong
meta-llama/Llama-3.2-3B,chemical_symbol,symbol,11,platinum,The chemical symbol for platinum is,pt,The chemical symbol for platinum is Pt. The chemical symbol for bery,pt,pt,1,1,leading_space,11051, pt,Pt,0,12.749276876449585,38,0.000272788864094764," Pt |  "" |  “ |  Pl |  ' |  also |  platinum |  the |  P |  ‘",keep_strong
meta-llama/Llama-3.2-3B,chemical_symbol,symbol,12,uranium,The chemical symbol for uranium is,u,The chemical symbol for uranium is U. The chemical symbol for uranium is,u,u,1,1,leading_space,577, u,U,0,12.13296353816986,40,0.00046961967018432915," U | . |  Ur | , |  the | . |  and | , |  a |  Uran",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,capital,1,France,The capital of France is,paris,The capital of France is Paris. It is located in the north,paris,paris,1,1,leading_space,41958, paris,Paris,0,12.021986961364746,236,0.00017968073370866477, Paris |  a |  the |  one |  also |  located |  home |  known |  an |  not,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,2,Germany,The capital of Germany is,berlin,The capital of Germany is Berlin. It is the largest city in,berlin,berlin,1,1,leading_space,45681, berlin,Berlin,0,12.608788967132568,106,0.00043985151569359004, Berlin |  a |  the |  one |  also |  not |  located |  home |  known |  an,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,3,Italy,The capital of Italy is,rome,"The capital of Italy is Rome, which is located in the central",rome,rome,1,2,leading_space,220, ,Rome,0,13.199443578720093,80,0.0008681973558850586, Rome |  a |  the |  one |  home |  known |  also |  located |  full |  not,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,4,Spain,The capital of Spain is,madrid,The capital of Spain is Madrid. It is the third largest city,madrid,madrid,1,1,leading_space,65887, madrid,Madrid,0,9.562228441238403,1086,1.2340149623923935e-05, Madrid |  a |  one |  the |  located |  also |  home |  full |  an |  known,generation_ok_but_logit_weak
meta-llama/Meta-Llama-3-8B,capital__language,capital,5,Russia,The capital of Russia is,moscow,The capital of Russia is Moscow. It is the largest city in,moscow,moscow,1,2,leading_space,23518, mos,Moscow,0,11.715784549713135,256,0.0001255424867849797, Moscow |  a |  the |  one |  located |  an |  known |  also |  home |  not,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,6,Japan,The capital of Japan is,tokyo,The capital of Japan is Tokyo. It is the largest city in,tokyo,tokyo,1,3,leading_space,311, to,Tokyo,0,13.54338550567627,50,0.0012764146085828543, Tokyo |  a |  the |  one |  also |  located |  known |  an |  home |  not,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,capital,7,South Korea,The capital of South Korea is,seoul,The capital of South Korea is Seoul. It is located in the north,seoul,seoul,1,2,leading_space,513, se,Seoul,0,13.276666641235352,60,0.0009405302698723972, Seoul |  a |  the |  one |  home |  known |  also |  located |  an |  full,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,8,Greece,The capital of Greece is,athens,"The capital of Greece is Athens, which is located in the southern",athens,athens,1,2,leading_space,12004, ath,Athens,0,12.310349702835083,156,0.00031262938864529133, Athens |  a |  the |  one |  also |  home |  an |  located |  full |  known,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,9,Turkey,The capital of Turkey is,ankara,The capital of Turkey is Ankara. It is located in the central,ankara,ankara,1,2,leading_space,71572, ank,Ankara,0,9.65159797668457,642,3.245474727009423e-05, Ankara |  a |  Istanbul |  the |  one |  located |  home |  an |  known |  also,generation_ok_but_logit_weak
meta-llama/Meta-Llama-3-8B,capital__language,capital,10,Poland,The capital of Poland is,warsaw,The capital of Poland is Warsaw. It is the largest city in,warsaw,warsaw,1,2,leading_space,25981, wars,Warsaw,0,10.162250995635986,644,2.8934073270647787e-05, Warsaw |  a |  the |  one |  also |  located |  an |  home |  known |  full,generation_ok_but_logit_weak
meta-llama/Meta-Llama-3-8B,capital__language,capital,11,Netherlands,The capital of Netherlands is,amsterdam,The capital of Netherlands is Amsterdam. The country is located in Western,amsterdam,amsterdam,1,1,leading_space,57039, amsterdam,Amsterdam,0,11.902503371238708,111,0.00039579044096171856, Amsterdam |  a |  the |  The |  known |  one |  Am |  called |  located |  an,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,12,Sweden,The capital of Sweden is,stockholm,"The capital of Sweden is Stockholm, which is located on the east",stockholm,stockholm,1,1,leading_space,93190, stockholm,Stockholm,0,10.647160530090332,496,5.644172415486537e-05, Stockholm |  a |  the |  one |  also |  home |  located |  known |  an |  called,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,13,Norway,The capital of Norway is,oslo,The capital of Norway is Oslo. It is the largest city in,oslo,oslo,1,1,leading_space,37362, oslo,Oslo,0,11.998759865760803,167,0.0002731372369453311, Oslo |  a |  the |  one |  located |  an |  also |  known |  home |  called,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,14,Denmark,The capital of Denmark is,copenhagen,"The capital of Denmark is Copenhagen, which is located on the eastern",copenhagen,copenhagen,1,2,leading_space,272, c,Copenhagen,0,10.616150140762329,424,6.447087071137503e-05, Copenhagen |  a |  the |  one |  also |  home |  known |  an |  located |  not,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,15,Finland,The capital of Finland is,helsinki,The capital of Finland is Helsinki. It is located in the southern,helsinki,helsinki,1,2,leading_space,305, h,Helsinki,0,11.4783433675766,214,0.00016319188580382615, Helsinki |  a |  the |  located |  one |  also |  known |  an |  home |  not,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,16,Hungary,The capital of Hungary is,budapest,The capital of Hungary is Budapest. It is located in the north,budapest,budapest,1,2,leading_space,37808, bud,Budapest,0,9.683777451515198,755,1.9205021089874208e-05, Budapest |  a |  the |  one |  also |  home |  an |  known |  located |  called,generation_ok_but_logit_weak
meta-llama/Meta-Llama-3-8B,capital__language,capital,17,Thailand,The capital of Thailand is,bangkok,The capital of Thailand is Bangkok. It is the largest city in,bangkok,bangkok,1,2,leading_space,26518, bang,Bangkok,0,13.578769445419312,57,0.0011765069793909788, Bangkok |  a |  the |  one |  known |  home |  also |  located |  full |  an,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,18,Vietnam,The capital of Vietnam is,hanoi,"The capital of Vietnam is Hanoi, which is located in the",hanoi,hanoi,1,2,leading_space,305, h,H,0,11.172744274139404,305,9.928470535669476e-05, H |  a |  the |  one |  located |  also |  an |  home |  known |  Ho,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,19,Egypt,The capital of Egypt is,cairo,"The capital of Egypt is Cairo, which is located in the north",cairo,cairo,1,1,leading_space,54748, cairo,Cairo,0,12.698639035224915,62,0.0005732810823246837, Cairo |  a |  the |  located |  one |  also |  known |  home |  called |  officially,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,20,Portugal,The capital of Portugal is,lisbon,"The capital of Portugal is Lisbon, which is located on the Atlantic",lisbon,lisbon,1,2,leading_space,41380, lis,Lisbon,0,12.18792986869812,182,0.00017396474140696228, Lisbon |  a |  the |  one |  also |  located |  known |  an |  home |  full,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,21,Romania,The capital of Romania is,bucharest,"The capital of Romania is Bucharest, which is also the largest",bucharest,bucharest,1,3,leading_space,1048, bu,Buch,0,11.646230697631836,217,0.0001428376417607069, Buch |  a |  the |  one |  also |  an |  home |  located |  known |  full,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,22,Austria,The capital of Austria is,vienna,The capital of Austria is Vienna. It is the largest city in,vienna,vienna,1,2,leading_space,3355, vi,Vienna,0,11.359155416488647,283,0.0001209901602123864, Vienna |  a |  the |  one |  also |  known |  home |  located |  an |  not,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,23,Belgium,The capital of Belgium is,brussels,"The capital of Belgium is Brussels, which is also the capital of",brussels,brussels,1,2,leading_space,1437, br,Brussels,0,15.260626077651978,16,0.006443891208618879, Brussels |  a |  the |  home |  also |  one |  Br |  located |  known |  not,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,capital,24,Switzerland,The capital of Switzerland is,bern,"The capital of Switzerland is Bern, which is located in the country",bern,bern,1,1,leading_space,90363, bern,Bern,0,9.944381594657898,614,2.4319573640241288e-05, Bern |  a |  the |  located |  also |  home |  Ber |  Zurich |  not |  one,generation_ok_but_logit_weak
meta-llama/Meta-Llama-3-8B,capital__language,capital,25,Czechia,The capital of Czechia is,prague,"The capital of Czechia is Prague, which is also the largest city",prague,prague,1,2,leading_space,550, pr,Prague,0,13.484169363975525,55,0.0009278878569602966, Prague |  the |  a |  one |  home |  also |  known |  called |  located |  an,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,26,Peru,The capital of Peru is,lima,"The capital of Peru is Lima, which is located on the Pacific",lima,lima,1,2,leading_space,4671, lim,Lima,0,12.445622205734253,84,0.0006799692055210471, Lima |  a |  the |  located |  one |  home |  also |  known |  called |  an,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,27,Argentina,The capital of Argentina is,buenos aires,The capital of Argentina is Buenos Aires. It is the largest city,buenos aires,buenos aires,1,4,leading_space,54813, buen,Buenos,0,8.96990156173706,996,1.2783918464265298e-05, Buenos |  a |  the |  one |  located |  also |  home |  known |  an |  called,generation_ok_but_logit_weak
meta-llama/Meta-Llama-3-8B,capital__language,capital,28,Colombia,The capital of Colombia is,bogota,"The capital of Colombia is Bogota, which is located in the",bogota,bogota,1,2,leading_space,35519, bog,Bog,0,13.270482301712036,52,0.0010607041185721755, Bog |  a |  the |  one |  home |  located |  known |  also |  an |  called,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,29,Saudi Arabia,The capital of Saudi Arabia is,riyadh,The capital of Saudi Arabia is Riyadh. It is the largest city in,riyadh,riyadh,1,3,leading_space,436, r,Riyadh,0,12.557211995124817,78,0.0005882445257157087, Riyadh |  the |  a |  one |  known |  located |  called |  home |  rapidly |  an,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,30,Qatar,The capital of Qatar is,doha,"The capital of Qatar is Doha, which is also the country",doha,doha,1,2,leading_space,656, do,D,0,12.237752199172974,112,0.000253200443694368, D |  the |  a |  one |  home |  located |  called |  also |  an |  known,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,capital,31,UAE,The capital of UAE is,abu dhabi,The capital of UAE is Abu Dhabi. It is the second largest,abu dhabi,abu dhabi,1,4,leading_space,671, ab,Abu,0,14.009010791778564,30,0.002148263156414032, Abu |  a |  the |  one |  Dubai |  home |  known |  an |  located |  also,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,capital,32,Nigeria,The capital of Nigeria is,abuja,The capital of Nigeria is Abuja. It is located in the,abuja,abuja,1,2,leading_space,671, ab,Abu,0,13.35135293006897,36,0.0012448927154764533, Abu |  a |  the |  located |  Lagos |  one |  known |  called |  in |  officially,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,capital,33,Kenya,The capital of Kenya is,nairobi,The capital of Kenya is Nairobi. It is the largest city in,nairobi,nairobi,1,2,leading_space,308, n,Nairobi,0,10.940200448036194,260,9.307093569077551e-05, Nairobi |  a |  the |  located |  also |  one |  known |  called |  an |  in,keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,language,1,France,The official language of France is,french,The official language of France is French. French is the most widely spoken,french,french,1,1,leading_space,42293, french,French,0,15.066779673099518,5,0.0033740864600986242," French |  the |  called | , |  french |   |  standard |  known |  "" |  “",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,2,Germany,The official language of Germany is,german,The official language of Germany is German. The German language is spoken by,german,german,1,1,leading_space,43627, german,German,0,13.852225184440613,24,0.0012811069609597325," German |  Standard |  the |  standard | , |  called |  High |   |  ( |  known",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,3,Italy,The official language of Italy is,italian,"The official language of Italy is Italian. Italian is a Romance language,",italian,italian,1,1,leading_space,29048, italian,Italian,0,15.207370340824127,8,0.00270855869166553," Italian |  the |  standard |   |  Standard |  called | , |  italian |  of |  “",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,4,Spain,The official language of Spain is,spanish,"The official language of Spain is Spanish, but there are also other languages",spanish,spanish,1,1,leading_space,78132, spanish,Spanish,0,14.790939509868622,10,0.0015656084287911654," Spanish |  Cast |  the |  cast |  called |   | , |  known |  “ |  spanish",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,5,Russia,The official language of Russia is,russian,The official language of Russia is Russian. Russian is the most geographically,russian,russian,1,1,leading_space,64245, russian,Russian,0,13.75414788722992,17,0.0013200102839618921," Russian |  the |  called |  known |   |  a |  Standard |  standard |  modern |  """,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,6,Japan,The official language of Japan is,japanese,The official language of Japan is Japanese. The Japanese language is spoken by,japanese,japanese,1,1,leading_space,54048, japanese,Japanese,0,13.51307737827301,21,0.0010446999222040176," Japanese |  the |  Standard |  standard |  called | , |  known |   |  “ |  """,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,7,South Korea,The official language of South Korea is,korean,The official language of South Korea is Korean. It is spoken by 80,korean,korean,1,2,leading_space,597, k,Korean,0,13.064751267433167,38,0.0005336474860087037," Korean |  the |  called |  known |  standard |  Hang |  South |  Standard |   | ,",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,8,Greece,The official language of Greece is,greek,The official language of Greece is Greek. The Greek language is spoken by,greek,greek,1,2,leading_space,342, g,Greek,0,14.734233319759369,15,0.0019098283955827355," Greek |  Modern |  the |  modern |   |  Standard | , |  known |  a |  called",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,9,Turkey,The official language of Turkey is,turkish,The official language of Turkey is Turkish. It is spoken by 85,turkish,turkish,1,2,leading_space,13535, tur,Turkish,0,13.09977501630783,47,0.00030931649962440133," Turkish |  the |  Modern |  called |  modern |  Turk |  known |  “ |  "" |  ",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,10,Poland,The official language of Poland is,polish,The official language of Poland is Polish. It is a Slavic language,polish,polish,1,1,leading_space,45129, polish,Polish,0,14.985925376415253,10,0.002734984504058957," Polish |  the |  standard |  Standard |  called |  known |   |  a | , |  polish",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,11,Netherlands,The official language of Netherlands is,dutch,The official language of Netherlands is Dutch. The Dutch language is spoken by,dutch,dutch,1,2,leading_space,10249, dut,Dutch,0,16.165128529071808,3,0.009145550429821014, Dutch |  the |  dut |  English |  D |  called |  known |   |  D | :,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,12,Sweden,The official language of Sweden is,swedish,The official language of Sweden is Swedish. Swedish is spoken by 9,swedish,swedish,1,2,leading_space,2064, sw,Swedish,0,12.919678211212158,41,0.0002603086759336293," Swedish |  the |  Standard |  called |   |  Sw | , |  known |  standard |  “",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,13,Norway,The official language of Norway is,norwegian,The official language of Norway is Norwegian. Norwegian is spoken by 4,norwegian,norwegian,1,2,leading_space,6463, nor,Norwegian,0,12.446802645921707,51,0.0003327518352307379," Norwegian |  B |  b |  the |  N |  written | , |  called |   |  a",keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,language,14,Denmark,The official language of Denmark is,danish,The official language of Denmark is Danish. Danish is a North Germanic,danish,danish,1,2,leading_space,9279, dan,Danish,0,15.566066265106201,6,0.00295443763025105," Danish |  the |  D |   |  called |  dan | , |  Dan |  known |  also",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,15,Finland,The official language of Finland is,finnish,The official language of Finland is Finnish. It is spoken by 90,finnish,finnish,1,2,leading_space,1913, fin,Finnish,0,14.92118912935257,11,0.0025182871613651514," Finnish |  Swedish |  the |  F |   |  called |  F | , |  spoken |  Fin",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,16,Hungary,The official language of Hungary is,hungarian,"The official language of Hungary is Hungarian, which is also known as Mag",hungarian,hungarian,1,2,leading_space,18799, hung,Hungarian,0,14.34057468175888,16,0.0011064315913245082," Hungarian |  the |  called |   |  Mag |  known |  Hung |  “ | , |  """,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,17,Thailand,The official language of Thailand is,thai,"The official language of Thailand is Thai, which is a member of the",thai,thai,1,1,leading_space,18420, thai,Thai,0,12.823091387748718,30,0.0005444606067612767, Thai |  Central |  the |  Standard |  called |  known |  standard |  central |  Si |  “,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,18,Vietnam,The official language of Vietnam is,vietnamese,The official language of Vietnam is Vietnamese. It is a tonal language,vietnamese,vietnamese,1,2,leading_space,85459, viet,Vietnamese,0,14.459460139274597,11,0.0009313044720329344, Vietnamese |  the |  Viet |  called |  Vietnam |   |  officially |  now |  known |  “,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,19,Egypt,The official language of Egypt is,arabic,The official language of Egypt is Arabic. The spoken language is Egyptian Arabic,arabic,arabic,1,2,leading_space,52412, arab,Arabic,0,13.722095012664795,31,0.0006649849819950759," Arabic |  Modern |  Egyptian |  Standard |  the |  modern |  standard |   | , |  called",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,20,Portugal,The official language of Portugal is,portuguese,The official language of Portugal is Portuguese. It is spoken by 99,portuguese,portuguese,1,3,leading_space,2700, port,Portuguese,0,15.164642095565796,7,0.0032041254453361034," Portuguese |  the |  European |   | , |  Portug |  port |  called |  known |  a",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,21,Romania,The official language of Romania is,romanian,"The official language of Romania is Romanian, which is a Romance language.",romanian,romanian,1,2,leading_space,48876, roman,Romanian,0,13.576708599925041,24,0.0006154855946078897," Romanian |  the |   |  Rom |  called |  known | , |  “ |  a |  officially",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,22,Austria,The official language of Austria is,german,The official language of Austria is German. The German spoken in Austria is,german,german,1,1,leading_space,43627, german,German,0,14.25820279121399,19,0.0008775435853749514," German |  Standard |  Austrian |  the | , |  standard |   |  ( |  called |  “",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,23,Belgium,The official language of Belgium is,dutch,"The official language of Belgium is Dutch, but the country is also home",dutch,dutch,1,2,leading_space,10249, dut,Dutch,0,14.560190439224243,18,0.0037753756623715162, Dutch |  French |  Flem |  the |  Belgian |  called |  not |  a |  neither |  ,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,24,Switzerland,The official language of Switzerland is,german,"The official language of Switzerland is German, but the country is home to",german,german,1,1,leading_space,43627, german,German,0,12.669791579246521,53,0.00048474769573658705," German |  Swiss |  the |  a |  ( |  not |  called | , |  neither |  ",keep_borderline
meta-llama/Meta-Llama-3-8B,capital__language,language,25,Czechia,The official language of Czechia is,czech,The official language of Czechia is Czech. The Czech language is a West,czech,czech,1,2,leading_space,272, c,Czech,0,14.779744684696198,11,0.0010250230552628636," Czech |  the |  called |  known | , |   |  C |  standard |  Standard |  a",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,26,Peru,The official language of Peru is,spanish,"The official language of Peru is Spanish. However, there are many indigenous",spanish,spanish,1,1,leading_space,78132, spanish,Spanish,0,16.593691766262054,4,0.00330080627463758," Spanish |  Cast |  the |  spanish |  called |   |  Que | , |  “ |  """,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,27,Argentina,The official language of Argentina is,spanish,"The official language of Argentina is Spanish. However, there are many other",spanish,spanish,1,1,leading_space,78132, spanish,Spanish,0,16.281747937202454,5,0.0031373121310025454," Spanish |  Cast |  the |  called |  spanish |  cast | , |   |  known |  “",keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,28,Colombia,The official language of Colombia is,spanish,"The official language of Colombia is Spanish. However, there are many indigenous",spanish,spanish,1,1,leading_space,78132, spanish,Spanish,0,15.718173682689667,5,0.0017752688145264983," Spanish |  Cast |  the |   |  spanish |  called |  Colombian |  “ | , |  """,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,29,Saudi Arabia,The official language of Saudi Arabia is,arabic,The official language of Saudi Arabia is Arabic. The Arabic language is spoken by,arabic,arabic,1,2,leading_space,52412, arab,Arabic,0,14.095012366771698,20,0.000765842676628381, Arabic |  the |  Modern |  standard |  Standard |  Classical |  classical |  Arab |   |  called,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,30,Qatar,The official language of Qatar is,arabic,"The official language of Qatar is Arabic. However, English is widely spoken",arabic,arabic,1,2,leading_space,52412, arab,Arabic,0,13.883138418197632,31,0.00027862575370818377, Arabic |  Modern |  the |  Standard |  Classical |  standard |  classical |  English |   |  modern,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,31,UAE,The official language of UAE is,arabic,"The official language of UAE is Arabic. However, English is widely spoken",arabic,arabic,1,2,leading_space,52412, arab,Arabic,0,15.215880036354065,9,0.002023436827585101, Arabic |  English |  Modern |  the |  Arab |  called |  Standard |  not |  arab |  modern,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,32,Nigeria,The official language of Nigeria is,english,The official language of Nigeria is English. The country has 521 languages,english,english,1,1,leading_space,30063, english,English,0,15.731635808944702,7,0.002154051559045911, English |  the |  Nigerian |  called |  known |   |  english |  a |  not |  “,keep_strong
meta-llama/Meta-Llama-3-8B,capital__language,language,33,Kenya,The official language of Kenya is,english,The official language of Kenya is English. Swahili is the national,english,english,1,1,leading_space,30063, english,English,0,14.59941303730011,17,0.0009941738098859787, English |  Sw |  Kis |  called |  the |   |  known |  a |  not |  “,keep_strong
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,past_tense,1,walk,The past tense of walk is,walked,The past tense of walk is walked. The third-person singular simple present,walked,walked,1,1,leading_space,15203, walked,walked,1,21.164005279541016,1,0.9052864909172058," walked |  walks |  walk |  the |  a |  "" | \n |  w |  “ |  usually",keep_strong
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,past_tense,2,play,The past tense of play is,played,The past tense of play is played. The third-person singular simple present,played,played,1,1,leading_space,6476, played,played,1,20.399170398712158,1,0.8517125248908997, played |  plays |  pl |  a |  play |  the | \n |  usually |  also |  either,keep_strong
meta-llama/Meta-Llama-3-8B,past_tense__present_participle,past_tense,3,talk,The past tense of talk is,talked,The past tense of talk is talked. The third-person singular simple present,talked,talked,1,1,leading_space,15243, talked,talked,1,21.11351752281189,1,0.8913694024085999, talked |  talks |  talk |  spoke |  the |  a | \n |  talking |  spoken |  usually,keep_strong
