model_name,family_pair,layer_idx,entity_wins,relation_wins,original_retained,mixed_or_other
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,16,0.0,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,18,0.0,1.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,20,0.09523809523809523,0.9047619047619048,0.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,22,0.9523809523809523,0.047619047619047616,0.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,24,1.0,0.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,26,1.0,0.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,28,1.0,0.0,0.0,0.0
meta-llama/Meta-Llama-3-8B,present_participle__past_tense,30,1.0,0.0,0.0,0.0
microsoft/phi-2,capital__language,0,0.0,0.0,0.9696969696969697,0.030303030303030304
microsoft/phi-2,capital__language,2,0.0,0.0,0.9696969696969697,0.030303030303030304
microsoft/phi-2,capital__language,4,0.0,0.0,0.9696969696969697,0.030303030303030304
microsoft/phi-2,capital__language,6,0.0,0.0,0.9696969696969697,0.030303030303030304
microsoft/phi-2,capital__language,8,0.0,0.09090909090909091,0.8787878787878788,0.030303030303030304
microsoft/phi-2,capital__language,10,0.0,0.15151515151515152,0.8181818181818182,0.030303030303030304
microsoft/phi-2,capital__language,12,0.0,0.45454545454545453,0.5454545454545454,0.0
microsoft/phi-2,capital__language,14,0.0,0.6666666666666666,0.30303030303030304,0.030303030303030304
microsoft/phi-2,capital__language,16,0.030303030303030304,0.9696969696969697,0.0,0.0
microsoft/phi-2,capital__language,18,0.06060606060606061,0.8484848484848485,0.0,0.09090909090909091
microsoft/phi-2,capital__language,20,0.5454545454545454,0.3939393939393939,0.0,0.06060606060606061
microsoft/phi-2,capital__language,22,0.7272727272727273,0.18181818181818182,0.0,0.09090909090909091
microsoft/phi-2,capital__language,24,0.9090909090909091,0.0,0.0,0.09090909090909091
microsoft/phi-2,capital__language,26,0.9090909090909091,0.0,0.0,0.09090909090909091
microsoft/phi-2,capital__language,28,0.9090909090909091,0.0,0.0,0.09090909090909091
microsoft/phi-2,capital__language,30,0.9090909090909091,0.0,0.0,0.09090909090909091
microsoft/phi-2,comparative__opposite,0,0.0,0.0,1.0,0.0
microsoft/phi-2,comparative__opposite,2,0.0,0.0,1.0,0.0
microsoft/phi-2,comparative__opposite,4,0.0,0.0,1.0,0.0
microsoft/phi-2,comparative__opposite,6,0.0,0.0,0.8333333333333334,0.16666666666666666
microsoft/phi-2,comparative__opposite,8,0.0,0.5,0.25,0.25
microsoft/phi-2,comparative__opposite,10,0.0,0.5,0.16666666666666666,0.3333333333333333
microsoft/phi-2,comparative__opposite,12,0.0,0.9166666666666666,0.0,0.08333333333333333
microsoft/phi-2,comparative__opposite,14,0.0,0.9166666666666666,0.0,0.08333333333333333
microsoft/phi-2,comparative__opposite,16,0.0,0.9166666666666666,0.0,0.08333333333333333
microsoft/phi-2,comparative__opposite,18,0.0,0.9166666666666666,0.0,0.08333333333333333
microsoft/phi-2,comparative__opposite,20,0.25,0.6666666666666666,0.0,0.08333333333333333
microsoft/phi-2,comparative__opposite,22,0.75,0.0,0.0,0.25
microsoft/phi-2,comparative__opposite,24,0.8333333333333334,0.0,0.0,0.16666666666666666
microsoft/phi-2,comparative__opposite,26,0.8333333333333334,0.0,0.0,0.16666666666666666
microsoft/phi-2,comparative__opposite,28,0.8333333333333334,0.0,0.0,0.16666666666666666
microsoft/phi-2,comparative__opposite,30,0.9166666666666666,0.0,0.0,0.08333333333333333
microsoft/phi-2,language__capital,0,0.0,0.0,1.0,0.0
microsoft/phi-2,language__capital,2,0.0,0.0,1.0,0.0
microsoft/phi-2,language__capital,4,0.0,0.0,1.0,0.0
microsoft/phi-2,language__capital,6,0.0,0.7575757575757576,0.21212121212121213,0.030303030303030304
microsoft/phi-2,language__capital,8,0.0,0.8484848484848485,0.09090909090909091,0.06060606060606061
microsoft/phi-2,language__capital,10,0.0,0.9090909090909091,0.030303030303030304,0.06060606060606061
microsoft/phi-2,language__capital,12,0.0,0.9393939393939394,0.0,0.06060606060606061
microsoft/phi-2,language__capital,14,0.0,0.9393939393939394,0.0,0.06060606060606061
microsoft/phi-2,language__capital,16,0.0,0.9393939393939394,0.0,0.06060606060606061
microsoft/phi-2,language__capital,18,0.0,0.9393939393939394,0.0,0.06060606060606061
microsoft/phi-2,language__capital,20,0.18181818181818182,0.696969696969697,0.0,0.12121212121212122
microsoft/phi-2,language__capital,22,0.6060606060606061,0.30303030303030304,0.0,0.09090909090909091
microsoft/phi-2,language__capital,24,0.8484848484848485,0.0,0.0,0.15151515151515152
microsoft/phi-2,language__capital,26,0.8484848484848485,0.0,0.0,0.15151515151515152
microsoft/phi-2,language__capital,28,0.8484848484848485,0.0,0.0,0.15151515151515152
microsoft/phi-2,language__capital,30,0.8181818181818182,0.0,0.0,0.18181818181818182
microsoft/phi-2,opposite__comparative,0,0.0,0.0,1.0,0.0
microsoft/phi-2,opposite__comparative,2,0.0,0.0,1.0,0.0
microsoft/phi-2,opposite__comparative,4,0.0,0.0,1.0,0.0
microsoft/phi-2,opposite__comparative,6,0.0,0.0,1.0,0.0
microsoft/phi-2,opposite__comparative,8,0.0,0.0,1.0,0.0
microsoft/phi-2,opposite__comparative,10,0.0,0.0,0.9166666666666666,0.08333333333333333
microsoft/phi-2,opposite__comparative,12,0.0,0.0,0.9166666666666666,0.08333333333333333
microsoft/phi-2,opposite__comparative,14,0.0,0.0,0.9166666666666666,0.08333333333333333
microsoft/phi-2,opposite__comparative,16,0.0,0.0,0.9166666666666666,0.08333333333333333
microsoft/phi-2,opposite__comparative,18,0.0,0.5833333333333334,0.08333333333333333,0.3333333333333333
microsoft/phi-2,opposite__comparative,20,0.0,1.0,0.0,0.0
microsoft/phi-2,opposite__comparative,22,0.4166666666666667,0.5,0.0,0.08333333333333333
microsoft/phi-2,opposite__comparative,24,1.0,0.0,0.0,0.0
microsoft/phi-2,opposite__comparative,26,1.0,0.0,0.0,0.0
microsoft/phi-2,opposite__comparative,28,1.0,0.0,0.0,0.0
microsoft/phi-2,opposite__comparative,30,1.0,0.0,0.0,0.0
microsoft/phi-2,past_tense__present_participle,0,0.0,0.0,1.0,0.0
microsoft/phi-2,past_tense__present_participle,2,0.0,0.0,1.0,0.0
microsoft/phi-2,past_tense__present_participle,4,0.0,0.0,1.0,0.0
microsoft/phi-2,past_tense__present_participle,6,0.0,0.0,1.0,0.0
microsoft/phi-2,past_tense__present_participle,8,0.0,0.0,0.9523809523809523,0.047619047619047616
microsoft/phi-2,past_tense__present_participle,10,0.0,0.0,0.9523809523809523,0.047619047619047616
microsoft/phi-2,past_tense__present_participle,12,0.0,0.0,1.0,0.0
microsoft/phi-2,past_tense__present_participle,14,0.0,0.0,1.0,0.0
microsoft/phi-2,past_tense__present_participle,16,0.0,0.0,0.9523809523809523,0.047619047619047616
microsoft/phi-2,past_tense__present_participle,18,0.0,0.0,1.0,0.0
microsoft/phi-2,past_tense__present_participle,20,0.0,0.9523809523809523,0.0,0.047619047619047616
microsoft/phi-2,past_tense__present_participle,22,0.0,0.9047619047619048,0.0,0.09523809523809523
microsoft/phi-2,past_tense__present_participle,24,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857
microsoft/phi-2,past_tense__present_participle,26,0.7619047619047619,0.14285714285714285,0.0,0.09523809523809523
microsoft/phi-2,past_tense__present_participle,28,1.0,0.0,0.0,0.0
microsoft/phi-2,past_tense__present_participle,30,1.0,0.0,0.0,0.0
microsoft/phi-2,present_participle__past_tense,0,0.0,0.0,1.0,0.0
microsoft/phi-2,present_participle__past_tense,2,0.0,0.0,1.0,0.0
microsoft/phi-2,present_participle__past_tense,4,0.0,0.0,1.0,0.0
microsoft/phi-2,present_participle__past_tense,6,0.0,0.0,1.0,0.0
microsoft/phi-2,present_participle__past_tense,8,0.0,0.0,1.0,0.0
microsoft/phi-2,present_participle__past_tense,10,0.0,0.0,1.0,0.0
microsoft/phi-2,present_participle__past_tense,12,0.0,0.0,1.0,0.0
microsoft/phi-2,present_participle__past_tense,14,0.0,0.0,0.9523809523809523,0.047619047619047616
microsoft/phi-2,present_participle__past_tense,16,0.0,0.0,1.0,0.0
microsoft/phi-2,present_participle__past_tense,18,0.0,0.09523809523809523,0.6666666666666666,0.23809523809523808
microsoft/phi-2,present_participle__past_tense,20,0.0,1.0,0.0,0.0
microsoft/phi-2,present_participle__past_tense,22,0.0,0.9523809523809523,0.0,0.047619047619047616
microsoft/phi-2,present_participle__past_tense,24,0.42857142857142855,0.3333333333333333,0.0,0.23809523809523808
microsoft/phi-2,present_participle__past_tense,26,0.9523809523809523,0.0,0.0,0.047619047619047616
microsoft/phi-2,present_participle__past_tense,28,1.0,0.0,0.0,0.0
microsoft/phi-2,present_participle__past_tense,30,1.0,0.0,0.0,0.0
