model_name,family_pair,recipient_family,donor_family,entity_a,entity_b,layer_idx,answer_a,answer_b,answer_relation,patched_text,effect,entity_wins,relation_wins,original_retained,mixed_or_other
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,try,walk,16,trying,walked,tried,The present participle of try is tried. The past participle of try,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,try,walk,18,trying,walked,tried,The present participle of try is walked. The past participle of walk,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,try,walk,20,trying,walked,tried,The present participle of try is walked. The past participle of walk,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,try,walk,22,trying,walked,tried,The present participle of try is walked. The past participle of walk,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,try,walk,24,trying,walked,tried,The present participle of try is walked. The past participle of walk,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,try,walk,26,trying,walked,tried,The present participle of try is walked. The past participle of walk,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,learn,look,0,learned,looking,learning,The past tense of learn is learned. The past participle of learn,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,learn,look,2,learned,looking,learning,The past tense of learn is learned. The past participle of learn,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,learn,look,4,learned,looking,learning,The past tense of learn is learned. Learn is a regular -ed,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,learn,look,6,learned,looking,learning,The past tense of learn is learned. The past participle of learn,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,learn,look,8,learned,looking,learning,The past tense of learn is learned. Learn is a regular -ed,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,learn,look,10,learned,looking,learning,The past tense of learn is learned. The past participle of learn,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,learn,look,12,learned,looking,learning,The past tense of learn is learned. The past participle of learn,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,learn,look,14,learned,looking,learning,The past tense of learn is learning. The past participle of learn,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,learn,look,16,learned,looking,learning,The past tense of learn is learning. The past participle of learn,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,learn,look,18,learned,looking,learning,The past tense of learn is learning. The past participle of learn,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,learn,look,20,learned,looking,learning,The past tense of learn is looking at. The past participle of,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,learn,look,22,learned,looking,learning,The past tense of learn is looking at. The past participle of,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,learn,look,24,learned,looking,learning,The past tense of learn is looking at. The past participle of,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,learn,look,26,learned,looking,learning,The past tense of learn is looking at. The past tense of learn,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,learn,look,0,learning,looked,learned,"The present participle of learn is learning.
The present participle of learn",original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,learn,look,2,learning,looked,learned,The present participle of learn is learning. The past participle of learn,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,learn,look,4,learning,looked,learned,The present participle of learn is learning. The past participle of learn,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,learn,look,6,learning,looked,learned,The present participle of learn is learning. The past participle of learn,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,learn,look,8,learning,looked,learned,The present participle of learn is learning. It is used to form the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,learn,look,10,learning,looked,learned,The present participle of learn is learning. It is used to form the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,learn,look,12,learning,looked,learned,The present participle of learn is learning. The past participle of learn,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,learn,look,14,learning,looked,learned,The present participle of learn is learned. The past participle of learn,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,learn,look,16,learning,looked,learned,The present participle of learn is learned. The past participle of learn,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,learn,look,18,learning,looked,learned,"The present participle of learn is looked upon as a verb, and is",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,learn,look,20,learning,looked,learned,"The present participle of learn is looked upon as a verb, and is",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,learn,look,22,learning,looked,learned,"The present participle of learn is looked upon as a verb, and is",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,learn,look,24,learning,looked,learned,"The present participle of learn is looked upon as a verb, and is",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,learn,look,26,learning,looked,learned,"The present participle of learn is looked upon as a verb, and is",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,paint,try,0,painted,trying,painting,The past tense of paint is painted. Painted is the past tense,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,paint,try,2,painted,trying,painting,The past tense of paint is painted. Painted is the past tense,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,paint,try,4,painted,trying,painting,The past tense of paint is painted. Painted is the past tense,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,paint,try,6,painted,trying,painting,The past tense of paint is painted. Painted is the simple past,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,paint,try,8,painted,trying,painting,The past tense of paint is painted. Painted is the simple past,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,paint,try,10,painted,trying,painting,The past tense of paint is painted. Painted is the simple past,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,paint,try,12,painted,trying,painting,The past tense of paint is painted. Painted is the past tense,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,paint,try,14,painted,trying,painting,The past tense of paint is painting. The past participle of paint,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,paint,try,16,painted,trying,painting,The past tense of paint is painting. The past participle of paint,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,paint,try,18,painted,trying,painting,The past tense of paint is painting. The past participle of paint,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,paint,try,20,painted,trying,painting,The past tense of paint is trying to paint. The past participle,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,paint,try,22,painted,trying,painting,The past tense of paint is trying to find the right word to describe,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,paint,try,24,painted,trying,painting,The past tense of paint is trying to paint. The past participle,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,paint,try,26,painted,trying,painting,The past tense of paint is trying to paint. The past participle,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,paint,try,0,painting,tried,painted,The present participle of paint is painting. The past participle of paint,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,paint,try,2,painting,tried,painted,The present participle of paint is painting. The past participle of paint,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,paint,try,4,painting,tried,painted,The present participle of paint is painting. The past participle of paint,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,paint,try,6,painting,tried,painted,The present participle of paint is painting. The past participle of paint,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,paint,try,8,painting,tried,painted,The present participle of paint is painting. The past participle of paint,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,paint,try,10,painting,tried,painted,The present participle of paint is painting. The past participle of paint,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,paint,try,12,painting,tried,painted,The present participle of paint is painting. The past participle of paint,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,paint,try,14,painting,tried,painted,The present participle of paint is painted. The past participle of paint,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,paint,try,16,painting,tried,painted,The present participle of paint is painted. The past participle of paint,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,paint,try,18,painting,tried,painted,The present participle of paint is painted. The past participle of paint,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,paint,try,20,painting,tried,painted,The present participle of paint is tried. The past participle of paint,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,paint,try,22,painting,tried,painted,The present participle of paint is tried. The past participle of paint,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,paint,try,24,painting,tried,painted,The present participle of paint is tried. The past participle of paint,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,paint,try,26,painting,tried,painted,The present participle of paint is tried to be used in the following sentences,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,send,watch,0,sent,watching,sending,The past tense of send is sent. The past participle of send,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,send,watch,2,sent,watching,sending,The past tense of send is sent. The past participle of send,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,send,watch,4,sent,watching,sending,The past tense of send is sent. The past participle of send,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,send,watch,6,sent,watching,sending,The past tense of send is sent. The past participle of send,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,send,watch,8,sent,watching,sending,The past tense of send is sent. Send is a regular verb that,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,send,watch,10,sent,watching,sending,The past tense of send is sent. The past participle of send,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,send,watch,12,sent,watching,sending,The past tense of send is sent. The past participle of send,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,send,watch,14,sent,watching,sending,The past tense of send is sending. The past participle of send,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,send,watch,16,sent,watching,sending,The past tense of send is sending. The past participle of send,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,send,watch,18,sent,watching,sending,The past tense of send is sending. The past participle of send,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,send,watch,20,sent,watching,sending,The past tense of send is watching. The past tense of send is,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,send,watch,22,sent,watching,sending,The past tense of send is watching. The past tense of send is,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,send,watch,24,sent,watching,sending,The past tense of send is watching. The past tense of send is,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,send,watch,26,sent,watching,sending,The past tense of send is watching. The past tense of send is,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,send,watch,0,sending,watched,sent,The present participle of send is sending. The past participle of send,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,send,watch,2,sending,watched,sent,The present participle of send is sending. The past participle of send,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,send,watch,4,sending,watched,sent,The present participle of send is sending. The present participle of send,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,send,watch,6,sending,watched,sent,The present participle of send is sending. The past participle of send,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,send,watch,8,sending,watched,sent,The present participle of send is sending. The past participle of send,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,send,watch,10,sending,watched,sent,The present participle of send is sending. The past participle of send,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,send,watch,12,sending,watched,sent,The present participle of send is sending. The past participle of send,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,send,watch,14,sending,watched,sent,The present participle of send is sent. The past participle of send,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,send,watch,16,sending,watched,sent,The present participle of send is sent. The past participle of send,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,send,watch,18,sending,watched,sent,The present participle of send is sent. The past participle of send,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,send,watch,20,sending,watched,sent,The present participle of send is watched. The past participle of send,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,send,watch,22,sending,watched,sent,The present participle of send is watched. The past participle of send,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,send,watch,24,sending,watched,sent,The present participle of send is watched. The past participle of send,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,send,watch,26,sending,watched,sent,The present participle of send is watched. The past participle of send,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,make,love,0,made,loving,making,The past tense of make is made. The past participle of make,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,make,love,2,made,loving,making,The past tense of make is made. The past participle of make,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,make,love,4,made,loving,making,The past tense of make is made. The past tense of make is,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,make,love,6,made,loving,making,The past tense of make is made. The past participle of make,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,make,love,8,made,loving,making,The past tense of make is made. The past participle of make,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,make,love,10,made,loving,making,The past tense of make is made. The past participle of make,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,make,love,12,made,loving,making,The past tense of make is made. The past participle of make,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,make,love,14,made,loving,making,The past tense of make is making. The past tense of make is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,make,love,16,made,loving,making,The past tense of make is making. The past tense of make is,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,make,love,18,made,loving,making,The past tense of make is loving. The past tense of make is,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,make,love,20,made,loving,making,The past tense of make is lovingly called “making love.” It,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,make,love,22,made,loving,making,The past tense of make is lovingly called making. It is a,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,make,love,24,made,loving,making,The past tense of make is lovingly called making. It is a,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,make,love,26,made,loving,making,The past tense of make is lovingly called “making love.” It,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,make,love,0,making,loved,made,The present participle of make is making. It is used to form the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,make,love,2,making,loved,made,The present participle of make is making. It is used to form the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,make,love,4,making,loved,made,The present participle of make is making. It is used to form the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,make,love,6,making,loved,made,The present participle of make is making. The present participle of make,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,make,love,8,making,loved,made,The present participle of make is making. It is used to form the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,make,love,10,making,loved,made,The present participle of make is making. It is used to form the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,make,love,12,making,loved,made,The present participle of make is making. The past participle of make,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,make,love,14,making,loved,made,The present participle of make is made. The past participle of make,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,make,love,16,making,loved,made,The present participle of make is made. The past participle of make,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,make,love,18,making,loved,made,"The present participle of make is love.
The present participle of make",mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,make,love,20,making,loved,made,"The present participle of make is loved.
The present participle of make",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,make,love,22,making,loved,made,"The present participle of make is loved.
The present participle of make",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,make,love,24,making,loved,made,"The present participle of make is loved.
The present participle of make",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,make,love,26,making,loved,made,"The present participle of make is loved.
The present participle of make",entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,keep,talk,0,kept,talking,keeping,The past tense of keep is kept. Keep is a regular verb that,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,keep,talk,2,kept,talking,keeping,The past tense of keep is kept. Keep is a regular verb that,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,keep,talk,4,kept,talking,keeping,The past tense of keep is kept. Keep is a regular verb that,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,keep,talk,6,kept,talking,keeping,The past tense of keep is kept. The past participle of keep,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,keep,talk,8,kept,talking,keeping,The past tense of keep is kept. Keep is a regular verb that,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,keep,talk,10,kept,talking,keeping,The past tense of keep is kept. Keep is a regular verb that,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,keep,talk,12,kept,talking,keeping,The past tense of keep is kept. Keep is a regular verb that,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,keep,talk,14,kept,talking,keeping,The past tense of keep is keeping. The past participle of keep,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,keep,talk,16,kept,talking,keeping,The past tense of keep is keeping. The past participle of keep,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,keep,talk,18,kept,talking,keeping,The past tense of keep is talking. Keep is also the past tense,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,keep,talk,20,kept,talking,keeping,The past tense of keep is talking about the past. It is used,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,keep,talk,22,kept,talking,keeping,The past tense of keep is talking about the past. It is used,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,keep,talk,24,kept,talking,keeping,The past tense of keep is talking about the past. It is used,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,past_tense__present_participle,past_tense,present_participle,keep,talk,26,kept,talking,keeping,The past tense of keep is talking about the past. It is used,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,keep,talk,0,keeping,talked,kept,The present participle of keep is keeping. The past participle of keep,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,keep,talk,2,keeping,talked,kept,The present participle of keep is keeping. The past participle of keep,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,keep,talk,4,keeping,talked,kept,The present participle of keep is keeping. It is used to form the,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,keep,talk,6,keeping,talked,kept,The present participle of keep is keeping. The past participle of keep,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,keep,talk,8,keeping,talked,kept,The present participle of keep is keeping. The past participle of keep,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,keep,talk,10,keeping,talked,kept,The present participle of keep is keeping. The past participle of keep,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,keep,talk,12,keeping,talked,kept,The present participle of keep is keeping. The past participle of keep,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,keep,talk,14,keeping,talked,kept,The present participle of keep is kept. The past participle of keep,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,keep,talk,16,keeping,talked,kept,The present participle of keep is kept. The past participle of keep,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,keep,talk,18,keeping,talked,kept,The present participle of keep is talked about in the following sentences. The,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,keep,talk,20,keeping,talked,kept,The present participle of keep is talked about in the following sentences. The,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,keep,talk,22,keeping,talked,kept,The present participle of keep is talked about in the following sentences. The,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,keep,talk,24,keeping,talked,kept,The present participle of keep is talked about in the following sentences. The,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,present_participle__past_tense,present_participle,past_tense,keep,talk,26,keeping,talked,kept,The present participle of keep is talked about in the following sentences. The,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,opposite__comparative,opposite,comparative,tall,dark,0,short,darker,taller,The opposite of tall is short. The opposite of short is tall,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,opposite__comparative,opposite,comparative,tall,dark,2,short,darker,taller,The opposite of tall is short. The opposite of short is tall,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,opposite__comparative,opposite,comparative,tall,dark,4,short,darker,taller,The opposite of tall is short. The opposite of a tall person,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,opposite__comparative,opposite,comparative,tall,dark,6,short,darker,taller,The opposite of tall is short. The opposite of a tall building,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,opposite__comparative,opposite,comparative,tall,dark,8,short,darker,taller,The opposite of tall is short. The opposite of short is tall,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,opposite__comparative,opposite,comparative,tall,dark,10,short,darker,taller,The opposite of tall is short. The opposite of short is tall,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,opposite__comparative,opposite,comparative,tall,dark,12,short,darker,taller,The opposite of tall is tall. The opposite of short is short,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,opposite__comparative,opposite,comparative,tall,dark,14,short,darker,taller,The opposite of tall is tall. The opposite of short is short,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,opposite__comparative,opposite,comparative,tall,dark,16,short,darker,taller,The opposite of tall is taller. The opposite of short is taller,relation_wins,0,1,0,0
meta-llama/Llama-3.2-3B,opposite__comparative,opposite,comparative,tall,dark,18,short,darker,taller,The opposite of tall is dark and handsome. The opposite of tall,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,opposite__comparative,opposite,comparative,tall,dark,20,short,darker,taller,The opposite of tall is dark and handsome. The opposite of tall,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,opposite__comparative,opposite,comparative,tall,dark,22,short,darker,taller,The opposite of tall is dark and handsome. The opposite of tall,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,opposite__comparative,opposite,comparative,tall,dark,24,short,darker,taller,The opposite of tall is dark and handsome. The opposite of tall,mixed_or_other,0,0,0,1
meta-llama/Llama-3.2-3B,opposite__comparative,opposite,comparative,tall,dark,26,short,darker,taller,The opposite of tall is darker. The opposite of short is lighter,entity_wins,1,0,0,0
meta-llama/Llama-3.2-3B,comparative__opposite,comparative,opposite,tall,dark,0,taller,light,short,The comparative form of tall is taller. The comparative form of short is,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,comparative__opposite,comparative,opposite,tall,dark,2,taller,light,short,The comparative form of tall is taller. The comparative form of short is,original_retained,0,0,1,0
meta-llama/Llama-3.2-3B,comparative__opposite,comparative,opposite,tall,dark,4,taller,light,short,The comparative form of tall is short. The comparative form of short is,relation_wins,0,1,0,0
